Name,State,Year,rank
Boston University,MA,2009,
Boston University,MA,2010,
Boston University,MA,2011,
Boston University,MA,2012,
Boston University,MA,2013,
Boston University,MA,2014,41.0
Boston University,MA,2015,42.0
Boston University,MA,2016,41.0
Boston University,MA,2017,39.0
Boston University,MA,2018,37.0
Boston University,MA,1984,
Boston University,MA,1986,
Boston University,MA,1988,
Boston University,MA,1989,
Boston University,MA,1990,
Boston University,MA,1991,
Boston University,MA,1992,
Boston University,MA,1993,
Boston University,MA,1994,
Boston University,MA,1995,
Boston University,MA,1996,
Boston University,MA,1997,
Boston University,MA,1998,
Northeastern University,MA,2000,
Northeastern University,MA,2001,
Northeastern University,MA,2002,
Northeastern University,MA,2003,
Northeastern University,MA,2004,
Northeastern University,MA,2005,
Northeastern University,MA,2006,
Northeastern University,MA,2007,
Northeastern University,MA,2008,
Northeastern University,MA,2009,
Northeastern University,MA,2010,
Northeastern University,MA,2011,
Northeastern University,MA,2012,
Northeastern University,MA,2013,
Northeastern University,MA,2014,49.0
Northeastern University,MA,2015,42.0
Northeastern University,MA,2016,47.0
Northeastern University,MA,2017,39.0
Northeastern University,MA,2018,40.0
Northeastern University,MA,1984,
Northeastern University,MA,1986,
Northeastern University,MA,1988,
Northeastern University,MA,1989,
Northeastern University,MA,1990,
Northeastern University,MA,1991,
Northeastern University,MA,1992,
Northeastern University,MA,1993,
Northeastern University,MA,1994,
Northeastern University,MA,1995,
Northeastern University,MA,1996,
Northeastern University,MA,1997,
Northeastern University,MA,1998,
Tulane University,LA,2000,44.0
Tulane University,LA,2001,45.0
Tulane University,LA,2002,46.0
Tulane University,LA,2003,43.0
Tulane University,LA,2004,44.0
Tulane University,LA,2005,43.0
Tulane University,LA,2006,43.0
Tulane University,LA,2007,44.0
Tulane University,LA,2008,50.0
Tulane University,LA,2009,
Tulane University,LA,2010,50.0
Tulane University,LA,2011,
Tulane University,LA,2012,50.0
Tulane University,LA,2013,
Tulane University,LA,2014,
Tulane University,LA,2015,
Tulane University,LA,2016,
Tulane University,LA,2017,39.0
Tulane University,LA,2018,40.0
Tulane University,LA,1984,
Tulane University,LA,1986,
Tulane University,LA,1988,
Tulane University,LA,1989,
Tulane University,LA,1990,
Tulane University,LA,1991,
Tulane University,LA,1992,
Tulane University,LA,1993,
Tulane University,LA,1994,
Tulane University,LA,1995,
Tulane University,LA,1996,38.0
Tulane University,LA,1997,36.0
Tulane University,LA,1998,34.0
Pepperdine University,CA,2000,
Pepperdine University,CA,2001,49.0
Pepperdine University,CA,2002,48.0
Pepperdine University,CA,2003,47.0
Pepperdine University,CA,2004,
Pepperdine University,CA,2005,
Pepperdine University,CA,2006,
Pepperdine University,CA,2007,
Pepperdine University,CA,2008,
Pepperdine University,CA,2009,
Pepperdine University,CA,2010,
Pepperdine University,CA,2011,
Pepperdine University,CA,2012,
Pepperdine University,CA,2013,
Pepperdine University,CA,2014,
Pepperdine University,CA,2015,
Pepperdine University,CA,2016,
Pepperdine University,CA,2017,50.0
Pepperdine University,CA,2018,46.0
Pepperdine University,CA,1984,
Pepperdine University,CA,1986,
Pepperdine University,CA,1988,
Pepperdine University,CA,1989,
Pepperdine University,CA,1990,
Pepperdine University,CA,1991,
Pepperdine University,CA,1992,
Pepperdine University,CA,1993,
Pepperdine University,CA,1994,
Pepperdine University,CA,1995,
Pepperdine University,CA,1996,
Pepperdine University,CA,1997,
Pepperdine University,CA,1998,
University of Illinois-Urbana-Champaign,IL,2000,34.0
University of Illinois-Urbana-Champaign,IL,2001,41.0
University of Illinois-Urbana-Champaign,IL,2002,36.0
University of Illinois-Urbana-Champaign,IL,2003,38.0
University of Illinois-Urbana-Champaign,IL,2004,40.0
University of Illinois-Urbana-Champaign,IL,2005,37.0
University of Illinois-Urbana-Champaign,IL,2006,42.0
University of Illinois-Urbana-Champaign,IL,2007,41.0
University of Illinois-Urbana-Champaign,IL,2008,38.0
University of Illinois-Urbana-Champaign,IL,2009,40.0
University of Illinois-Urbana-Champaign,IL,2010,39.0
University of Illinois-Urbana-Champaign,IL,2011,47.0
University of Illinois-Urbana-Champaign,IL,2012,45.0
University of Illinois-Urbana-Champaign,IL,2013,46.0
University of Illinois-Urbana-Champaign,IL,2014,41.0
University of Illinois-Urbana-Champaign,IL,2015,42.0
University of Illinois-Urbana-Champaign,IL,2016,41.0
University of Illinois-Urbana-Champaign,IL,2017,44.0
University of Illinois-Urbana-Champaign,IL,2018,
University of Illinois-Urbana-Champaign,IL,1984,8.0
University of Illinois-Urbana-Champaign,IL,1986,
University of Illinois-Urbana-Champaign,IL,1988,20.0
University of Illinois-Urbana-Champaign,IL,1989,
University of Illinois-Urbana-Champaign,IL,1990,
University of Illinois-Urbana-Champaign,IL,1991,
University of Illinois-Urbana-Champaign,IL,1992,
University of Illinois-Urbana-Champaign,IL,1993,
University of Illinois-Urbana-Champaign,IL,1994,
University of Illinois-Urbana-Champaign,IL,1995,
University of Illinois-Urbana-Champaign,IL,1996,45.0
University of Illinois-Urbana-Champaign,IL,1997,50.0
University of Illinois-Urbana-Champaign,IL,1998,45.0
University of Georgia,GA,2000,
University of Georgia,GA,2001,
University of Georgia,GA,2002,
University of Georgia,GA,2003,
University of Georgia,GA,2004,
University of Georgia,GA,2005,
University of Georgia,GA,2006,
University of Georgia,GA,2007,
University of Georgia,GA,2008,
University of Georgia,GA,2009,
University of Georgia,GA,2010,
University of Georgia,GA,2011,
University of Georgia,GA,2012,
University of Georgia,GA,2013,
University of Georgia,GA,2014,
University of Georgia,GA,2015,
University of Georgia,GA,2016,
University of Georgia,GA,2017,
University of Georgia,GA,2018,
University of Georgia,GA,1984,
University of Georgia,GA,1986,
University of Georgia,GA,1988,
University of Georgia,GA,1989,
University of Georgia,GA,1990,
University of Georgia,GA,1991,
University of Georgia,GA,1992,
University of Georgia,GA,1993,
University of Georgia,GA,1994,
University of Georgia,GA,1995,
University of Georgia,GA,1996,
University of Georgia,GA,1997,
University of Georgia,GA,1998,
Rensselaer Polytechnic Institute,NY,2000,
Rensselaer Polytechnic Institute,NY,2001,49.0
Rensselaer Polytechnic Institute,NY,2002,48.0
Rensselaer Polytechnic Institute,NY,2003,47.0
Rensselaer Polytechnic Institute,NY,2004,48.0
Rensselaer Polytechnic Institute,NY,2005,46.0
Rensselaer Polytechnic Institute,NY,2006,43.0
Rensselaer Polytechnic Institute,NY,2007,42.0
Rensselaer Polytechnic Institute,NY,2008,44.0
Rensselaer Polytechnic Institute,NY,2009,41.0
Rensselaer Polytechnic Institute,NY,2010,42.0
Rensselaer Polytechnic Institute,NY,2011,41.0
Rensselaer Polytechnic Institute,NY,2012,50.0
Rensselaer Polytechnic Institute,NY,2013,41.0
Rensselaer Polytechnic Institute,NY,2014,41.0
Rensselaer Polytechnic Institute,NY,2015,42.0
Rensselaer Polytechnic Institute,NY,2016,41.0
Rensselaer Polytechnic Institute,NY,2017,39.0
Rensselaer Polytechnic Institute,NY,2018,42.0
Rensselaer Polytechnic Institute,NY,1984,
Rensselaer Polytechnic Institute,NY,1986,
Rensselaer Polytechnic Institute,NY,1988,
Rensselaer Polytechnic Institute,NY,1989,
Rensselaer Polytechnic Institute,NY,1990,
Rensselaer Polytechnic Institute,NY,1991,
Rensselaer Polytechnic Institute,NY,1992,
Rensselaer Polytechnic Institute,NY,1993,
Rensselaer Polytechnic Institute,NY,1994,
Rensselaer Polytechnic Institute,NY,1995,
Rensselaer Polytechnic Institute,NY,1996,39.0
Rensselaer Polytechnic Institute,NY,1997,
Rensselaer Polytechnic Institute,NY,1998,48.0
University of Wisconsin-Madison,WI,2000,34.0
University of Wisconsin-Madison,WI,2001,35.0
University of Wisconsin-Madison,WI,2002,32.0
University of Wisconsin-Madison,WI,2003,31.0
University of Wisconsin-Madison,WI,2004,32.0
University of Wisconsin-Madison,WI,2005,32.0
University of Wisconsin-Madison,WI,2006,34.0
University of Wisconsin-Madison,WI,2007,34.0
University of Wisconsin-Madison,WI,2008,38.0
University of Wisconsin-Madison,WI,2009,35.0
University of Wisconsin-Madison,WI,2010,39.0
University of Wisconsin-Madison,WI,2011,45.0
University of Wisconsin-Madison,WI,2012,42.0
University of Wisconsin-Madison,WI,2013,41.0
University of Wisconsin-Madison,WI,2014,41.0
University of Wisconsin-Madison,WI,2015,47.0
University of Wisconsin-Madison,WI,2016,41.0
University of Wisconsin-Madison,WI,2017,44.0
University of Wisconsin-Madison,WI,2018,46.0
University of Wisconsin-Madison,WI,1984,13.0
University of Wisconsin-Madison,WI,1986,
University of Wisconsin-Madison,WI,1988,23.0
University of Wisconsin-Madison,WI,1989,
University of Wisconsin-Madison,WI,1990,
University of Wisconsin-Madison,WI,1991,
University of Wisconsin-Madison,WI,1992,
University of Wisconsin-Madison,WI,1993,
University of Wisconsin-Madison,WI,1994,
University of Wisconsin-Madison,WI,1995,
University of Wisconsin-Madison,WI,1996,32.0
University of Wisconsin-Madison,WI,1997,41.0
University of Wisconsin-Madison,WI,1998,38.0
Villanova University,PA,2000,
Villanova University,PA,2001,
Villanova University,PA,2002,
Villanova University,PA,2003,
Villanova University,PA,2004,
Villanova University,PA,2005,
Villanova University,PA,2006,
Villanova University,PA,2007,
Villanova University,PA,2008,
Villanova University,PA,2009,
Villanova University,PA,2010,
Villanova University,PA,2011,
Villanova University,PA,2012,
Villanova University,PA,2013,
Villanova University,PA,2014,
Villanova University,PA,2015,
Villanova University,PA,2016,
Villanova University,PA,2017,50.0
Villanova University,PA,2018,46.0
Villanova University,PA,1984,
Villanova University,PA,1986,
Villanova University,PA,1988,
Villanova University,PA,1989,
Villanova University,PA,1990,
Villanova University,PA,1991,
Villanova University,PA,1992,
Villanova University,PA,1993,
Villanova University,PA,1994,
Villanova University,PA,1995,
Villanova University,PA,1996,
Villanova University,PA,1997,
Villanova University,PA,1998,
University of Texas-Austin,TX,2000,44.0
University of Texas-Austin,TX,2001,49.0
University of Texas-Austin,TX,2002,48.0
University of Texas-Austin,TX,2003,47.0
University of Texas-Austin,TX,2004,
University of Texas-Austin,TX,2005,46.0
University of Texas-Austin,TX,2006,
University of Texas-Austin,TX,2007,47.0
University of Texas-Austin,TX,2008,44.0
University of Texas-Austin,TX,2009,47.0
University of Texas-Austin,TX,2010,47.0
University of Texas-Austin,TX,2011,45.0
University of Texas-Austin,TX,2012,45.0
University of Texas-Austin,TX,2013,46.0
University of Texas-Austin,TX,2014,
University of Texas-Austin,TX,2015,
University of Texas-Austin,TX,2016,
University of Texas-Austin,TX,2017,
University of Texas-Austin,TX,2018,
University of Texas-Austin,TX,1984,
University of Texas-Austin,TX,1986,
University of Texas-Austin,TX,1988,25.0
University of Texas-Austin,TX,1989,
University of Texas-Austin,TX,1990,
University of Texas-Austin,TX,1991,
University of Texas-Austin,TX,1992,
University of Texas-Austin,TX,1993,
University of Texas-Austin,TX,1994,
University of Texas-Austin,TX,1995,
University of Texas-Austin,TX,1996,
University of Texas-Austin,TX,1997,
University of Texas-Austin,TX,1998,
Lehigh University,PA,2000,34.0
Lehigh University,PA,2001,38.0
Lehigh University,PA,2002,38.0
Lehigh University,PA,2003,40.0
Lehigh University,PA,2004,37.0
Lehigh University,PA,2005,37.0
Lehigh University,PA,2006,32.0
Lehigh University,PA,2007,33.0
Lehigh University,PA,2008,31.0
Lehigh University,PA,2009,35.0
Lehigh University,PA,2010,35.0
Lehigh University,PA,2011,37.0
Lehigh University,PA,2012,38.0
Lehigh University,PA,2013,38.0
Lehigh University,PA,2014,41.0
Lehigh University,PA,2015,40.0
Lehigh University,PA,2016,47.0
Lehigh University,PA,2017,44.0
Lehigh University,PA,2018,46.0
Lehigh University,PA,1984,
Lehigh University,PA,1986,
Lehigh University,PA,1988,
Lehigh University,PA,1989,
Lehigh University,PA,1990,
Lehigh University,PA,1991,
Lehigh University,PA,1992,
Lehigh University,PA,1993,
Lehigh University,PA,1994,
Lehigh University,PA,1995,
Lehigh University,PA,1996,33.0
Lehigh University,PA,1997,32.0
Lehigh University,PA,1998,34.0
University of Miami,FL,2000,
University of Miami,FL,2001,
University of Miami,FL,2002,
University of Miami,FL,2003,
University of Miami,FL,2004,
University of Miami,FL,2005,
University of Miami,FL,2006,
University of Miami,FL,2007,
University of Miami,FL,2008,
University of Miami,FL,2009,
University of Miami,FL,2010,50.0
University of Miami,FL,2011,47.0
University of Miami,FL,2012,38.0
University of Miami,FL,2013,44.0
University of Miami,FL,2014,47.0
University of Miami,FL,2015,48.0
University of Miami,FL,2016,
University of Miami,FL,2017,44.0
University of Miami,FL,2018,46.0
University of Miami,FL,1984,
University of Miami,FL,1986,
University of Miami,FL,1988,
University of Miami,FL,1989,
University of Miami,FL,1990,
University of Miami,FL,1991,
University of Miami,FL,1992,
University of Miami,FL,1993,
University of Miami,FL,1994,
University of Miami,FL,1995,
University of Miami,FL,1996,
University of Miami,FL,1997,
University of Miami,FL,1998,
Syracuse University,NY,2000,
Syracuse University,NY,2001,
Syracuse University,NY,2002,
Syracuse University,NY,2003,
Syracuse University,NY,2004,
Syracuse University,NY,2005,
Syracuse University,NY,2006,50.0
Syracuse University,NY,2007,
Syracuse University,NY,2008,50.0
Syracuse University,NY,2009,
Syracuse University,NY,2010,
Syracuse University,NY,2011,
Syracuse University,NY,2012,
Syracuse University,NY,2013,
Syracuse University,NY,2014,
Syracuse University,NY,2015,
Syracuse University,NY,2016,
Syracuse University,NY,2017,
Syracuse University,NY,2018,
Syracuse University,NY,1984,
Syracuse University,NY,1986,
Syracuse University,NY,1988,
Syracuse University,NY,1989,
Syracuse University,NY,1990,
Syracuse University,NY,1991,
Syracuse University,NY,1992,
Syracuse University,NY,1993,
Syracuse University,NY,1994,
Syracuse University,NY,1995,
Syracuse University,NY,1996,49.0
Syracuse University,NY,1997,44.0
Syracuse University,NY,1998,40.0
Rutgers University-New Brunswick,NJ,2000,
Rutgers University-New Brunswick,NJ,2001,
Rutgers University-New Brunswick,NJ,2002,
Rutgers University-New Brunswick,NJ,2003,
Rutgers University-New Brunswick,NJ,2004,
Rutgers University-New Brunswick,NJ,2005,
Rutgers University-New Brunswick,NJ,2006,
Rutgers University-New Brunswick,NJ,2007,
Rutgers University-New Brunswick,NJ,2008,
Rutgers University-New Brunswick,NJ,2009,
Rutgers University-New Brunswick,NJ,2010,
Rutgers University-New Brunswick,NJ,2011,
Rutgers University-New Brunswick,NJ,2012,
Rutgers University-New Brunswick,NJ,2013,
Rutgers University-New Brunswick,NJ,2014,
Rutgers University-New Brunswick,NJ,2015,
Rutgers University-New Brunswick,NJ,2016,
Rutgers University-New Brunswick,NJ,2017,
Rutgers University-New Brunswick,NJ,2018,
Rutgers University-New Brunswick,NJ,1984,
Rutgers University-New Brunswick,NJ,1986,
Rutgers University-New Brunswick,NJ,1988,
Rutgers University-New Brunswick,NJ,1989,
Rutgers University-New Brunswick,NJ,1990,
Rutgers University-New Brunswick,NJ,1991,
Rutgers University-New Brunswick,NJ,1992,
Rutgers University-New Brunswick,NJ,1993,
Rutgers University-New Brunswick,NJ,1994,
Rutgers University-New Brunswick,NJ,1995,
Rutgers University-New Brunswick,NJ,1996,45.0
Rutgers University-New Brunswick,NJ,1997,
Rutgers University-New Brunswick,NJ,1998,
Pennsylvania State University-University Park,PA,2000,40.0
Pennsylvania State University-University Park,PA,2001,44.0
Pennsylvania State University-University Park,PA,2002,46.0
Pennsylvania State University-University Park,PA,2003,45.0
Pennsylvania State University-University Park,PA,2004,48.0
Pennsylvania State University-University Park,PA,2005,50.0
Pennsylvania State University-University Park,PA,2006,48.0
Pennsylvania State University-University Park,PA,2007,47.0
Pennsylvania State University-University Park,PA,2008,48.0
Pennsylvania State University-University Park,PA,2009,47.0
Pennsylvania State University-University Park,PA,2010,47.0
Pennsylvania State University-University Park,PA,2011,47.0
Pennsylvania State University-University Park,PA,2012,45.0
Pennsylvania State University-University Park,PA,2013,46.0
Pennsylvania State University-University Park,PA,2014,37.0
Pennsylvania State University-University Park,PA,2015,48.0
Pennsylvania State University-University Park,PA,2016,47.0
Pennsylvania State University-University Park,PA,2017,50.0
Pennsylvania State University-University Park,PA,2018,
Pennsylvania State University-University Park,PA,1984,
Pennsylvania State University-University Park,PA,1986,
Pennsylvania State University-University Park,PA,1988,
Pennsylvania State University-University Park,PA,1989,
Pennsylvania State University-University Park,PA,1990,
Pennsylvania State University-University Park,PA,1991,
Pennsylvania State University-University Park,PA,1992,
Pennsylvania State University-University Park,PA,1993,
Pennsylvania State University-University Park,PA,1994,
Pennsylvania State University-University Park,PA,1995,
Pennsylvania State University-University Park,PA,1996,41.0
Pennsylvania State University-University Park,PA,1997,
Pennsylvania State University-University Park,PA,1998,45.0
University of Washington,WA,2000,44.0
University of Washington,WA,2001,45.0
University of Washington,WA,2002,45.0
University of Washington,WA,2003,47.0
University of Washington,WA,2004,45.0
University of Washington,WA,2005,46.0
University of Washington,WA,2006,45.0
University of Washington,WA,2007,42.0
University of Washington,WA,2008,42.0
University of Washington,WA,2009,41.0
University of Washington,WA,2010,42.0
University of Washington,WA,2011,41.0
University of Washington,WA,2012,42.0
University of Washington,WA,2013,46.0
University of Washington,WA,2014,
University of Washington,WA,2015,48.0
University of Washington,WA,2016,
University of Washington,WA,2017,
University of Washington,WA,2018,
University of Washington,WA,1984,
University of Washington,WA,1986,
University of Washington,WA,1988,
University of Washington,WA,1989,
University of Washington,WA,1990,
University of Washington,WA,1991,
University of Washington,WA,1992,
University of Washington,WA,1993,
University of Washington,WA,1994,
University of Washington,WA,1995,
University of Washington,WA,1996,50.0
University of Washington,WA,1997,42.0
University of Washington,WA,1998,
Worcester Polytechnic Institute,MA,2000,
Worcester Polytechnic Institute,MA,2001,
Worcester Polytechnic Institute,MA,2002,
Worcester Polytechnic Institute,MA,2003,
Worcester Polytechnic Institute,MA,2004,
Worcester Polytechnic Institute,MA,2005,
Worcester Polytechnic Institute,MA,2006,
Worcester Polytechnic Institute,MA,2007,
Worcester Polytechnic Institute,MA,2008,
Worcester Polytechnic Institute,MA,2009,
Worcester Polytechnic Institute,MA,2010,
Worcester Polytechnic Institute,MA,2011,
Worcester Polytechnic Institute,MA,2012,
Worcester Polytechnic Institute,MA,2013,
Worcester Polytechnic Institute,MA,2014,
Worcester Polytechnic Institute,MA,2015,
Worcester Polytechnic Institute,MA,2016,
Worcester Polytechnic Institute,MA,2017,
Worcester Polytechnic Institute,MA,2018,
Worcester Polytechnic Institute,MA,1984,
Worcester Polytechnic Institute,MA,1986,
Worcester Polytechnic Institute,MA,1988,
Worcester Polytechnic Institute,MA,1989,
Worcester Polytechnic Institute,MA,1990,
Worcester Polytechnic Institute,MA,1991,
Worcester Polytechnic Institute,MA,1992,
Worcester Polytechnic Institute,MA,1993,
Worcester Polytechnic Institute,MA,1994,
Worcester Polytechnic Institute,MA,1995,
Worcester Polytechnic Institute,MA,1996,
Worcester Polytechnic Institute,MA,1997,
Worcester Polytechnic Institute,MA,1998,48.0
George Washington University,DC,2000,
George Washington University,DC,2001,
George Washington University,DC,2002,
George Washington University,DC,2003,
George Washington University,DC,2004,
George Washington University,DC,2005,
George Washington University,DC,2006,
George Washington University,DC,2007,
George Washington University,DC,2008,
George Washington University,DC,2009,
George Washington University,DC,2010,
George Washington University,DC,2011,
George Washington University,DC,2012,50.0
George Washington University,DC,2013,
George Washington University,DC,2014,
George Washington University,DC,2015,
George Washington University,DC,2016,
George Washington University,DC,2017,
George Washington University,DC,2018,
George Washington University,DC,1984,
George Washington University,DC,1986,
George Washington University,DC,1988,
George Washington University,DC,1989,
George Washington University,DC,1990,
George Washington University,DC,1991,
George Washington University,DC,1992,
George Washington University,DC,1993,
George Washington University,DC,1994,
George Washington University,DC,1995,
George Washington University,DC,1996,
George Washington University,DC,1997,46.0
George Washington University,DC,1998,
Texas A&M University-College Station,TX,2000,
Texas A&M University-College Station,TX,2001,
Texas A&M University-College Station,TX,2002,48.0
Texas A&M University-College Station,TX,2003,
Texas A&M University-College Station,TX,2004,
Texas A&M University-College Station,TX,2005,
Texas A&M University-College Station,TX,2006,
Texas A&M University-College Station,TX,2007,
Texas A&M University-College Station,TX,2008,
Texas A&M University-College Station,TX,2009,
Texas A&M University-College Station,TX,2010,
Texas A&M University-College Station,TX,2011,
Texas A&M University-College Station,TX,2012,
Texas A&M University-College Station,TX,2013,
Texas A&M University-College Station,TX,2014,
Texas A&M University-College Station,TX,2015,
Texas A&M University-College Station,TX,2016,
Texas A&M University-College Station,TX,2017,
Texas A&M University-College Station,TX,2018,
Texas A&M University-College Station,TX,1984,
Texas A&M University-College Station,TX,1986,
Texas A&M University-College Station,TX,1988,
Texas A&M University-College Station,TX,1989,
Texas A&M University-College Station,TX,1990,
Texas A&M University-College Station,TX,1991,
Texas A&M University-College Station,TX,1992,
Texas A&M University-College Station,TX,1993,
Texas A&M University-College Station,TX,1994,
Texas A&M University-College Station,TX,1995,
Texas A&M University-College Station,TX,1996,
Texas A&M University-College Station,TX,1997,48.0
Texas A&M University-College Station,TX,1998,
